rule_number,rule_name,duration,waive,setup_warning,warning,error,fatal
0,parsing: Rule 0,882.671,0,0,1,0,0
1103,Check if the correct related power pins are used in a liberty file: Rule 1103,23.476,0,0,0,0,0
15105,Naming convention check for buses: Rule 15105,11.998,0,1,0,0,0
15106,Check for the presence of a file: Rule 15106,6.124,0,0,0,0,0
15112:Lef_pin_direction_check,Pin direction check: Rule 15112,7.484,0,0,0,0,0
15112:PinDirectionCheck,Pin direction check: Rule 15112,13.853,0,0,0,0,0
15118,Check power and ground pin names: Rule 15118,16.366,0,0,0,0,0
15122,Liberty vs UPF: Rule 15122,20.179,0,0,0,0,0
15133,Analog bidirectional pins check: Rule 15133,13.412,0,0,0,0,0
15206,Layer presence check: Rule 15206,5.777,0,0,0,0,0
15211,Pin location check: Rule 15211,105.740,0,0,0,0,0
15214,Polygon covered by BOUNDARY check: Rule 15214,12.267,0,0,0,0,0
15217,Pin width and length check: Rule 15217,9.790,0,0,0,0,0
15301,LEF CLASS check: Rule 15301,6.517,0,0,0,0,0
15302,LEF ORIGIN and SIZE check: Rule 15302,5.084,0,0,0,0,0
15304,LEF MACRO check: Rule 15304,6.379,0,0,0,0,0
15305,LEF HEADER check: Rule 15305,6.905,0,0,0,0,0
15306,LEF SYMMETRY check: Rule 15306,6.439,0,0,0,0,0
15308,LEF double PINS and rectangles check: Rule 15308,7.369,0,0,0,0,0
15315,LEF presence of sheet and detailed OBS layers check: Rule 15315,6.051,1,1,0,0,0
16002,compiles-lib-in-current-environment: Rule 16002,315.784,0,0,0,0,0
16015,Check-for-PIN-types-defined-in-attribute.xml: Rule 16015,5.165,0,0,0,0,0
16024,Check-for-ip2sd-error-messages: Rule 16024,6.437,0,0,6,0,0
16026,NDM-load-ability-check: Rule 16026,35.508,0,0,0,0,0
16029,Reports-UPF-sourcing-errors: Rule 16029,5.655,0,0,0,0,0
16048,Checks-attribute-value-in-attribute.XML: Rule 16048,6.977,0,0,1,0,0
16107,Liberty-file-naming-rule-check.: Rule 16107,13.126,0,0,0,0,0
16108,Analog-attribute-consistency-check: Rule 16108,7.865,0,0,1,0,0
16109,PSC-CSV-check: Rule 16109,15.624,0,0,0,4,0
16206,Hipspec-Compliance-check: Rule 16206,7.198,0,0,0,0,0
16215,Checks-that-pins-matching-the-bus-naming-convention-is-defined-within-buses: Rule 16215,12.827,0,0,0,0,0
16217,Flags-pins-that-have-illegal-related_pin-on-timing-arcs: Rule 16217,15.892,0,0,0,0,0
16225,Flags-errors-thrown-by-ship---swizzle-stage: Rule 16225,6.133,0,0,2,0,0
16227,Check-for-custom-cfs: Rule 16227,6.234,0,0,0,0,0
16350,Flags-absolute-links-within-a-directory: Rule 16350,6.196,0,0,0,0,0
16510,Generic-attribute-conditions-check: Rule 16510,22.871,0,1,0,0,0
16704,Runs-OCV-presence-checks: Rule 16704,27.653,0,0,0,0,0
16712,Flags-duplicate-pvts: Rule 16712,12.983,0,0,0,0,0
21,cell presence contents check: Rule 21,27.794,0,0,0,0,0
"31,32","pin quantity check: Rule 31,32",23.299,0,0,1,0,0
7309,Check pin properties across liberty files: Rule 7309,15.246,0,0,0,0,0
7410,Ensure arcs present for given related_pins: Rule 7410,12.559,0,0,0,0,0
7503,Check for double defined voltage_map: Rule 7503,13.295,0,0,0,0,0
7505,Intra-Liberty Related PG Pin Check: Rule 7505,14.446,0,0,0,0,0
7510,Generic attribute conditions check: Rule 7510,27.537,0,0,0,0,0
7601,Cross-check presence of all tables in NLDM files: Rule 7601,74.913,0,0,0,3608,0
7605:OptUserParameters,Check user defined parameters and values in liberty file: Rule 7605,11.965,0,0,0,0,0
7605:UserParameters,Check user defined parameters and values in liberty file: Rule 7605,12.607,0,0,0,0,0
7607,Check the presence of arcs on pins: Rule 7607,16.050,0,0,0,0,0
7708,Range check for ocv_sigma_cell_rise and ocv_sigma_cell_fall delay values: Rule 7708,34.034,0,0,0,0,0
7709,Range check for ocv_sigma_rise_transition and ocv_sigma_fall_transition values: Rule 7709,34.540,0,0,0,0,0
7710,Range check for ocv_sigma_rise_constraint and ocv_sigma_fall_constraint values: Rule 7710,34.174,0,0,0,12,0
