rule_number,rule_name,duration,waive,setup_warning,warning,error,fatal
0,parsing: Rule 0,762.839,0,0,1,0,0
1103,Check if the correct related power pins are used in a liberty file: Rule 1103,46.748,0,0,0,0,0
15105,Naming convention check for buses: Rule 15105,14.784,0,1,0,0,0
15106,Check for the presence of a file: Rule 15106,8.847,0,0,0,0,0
15112:Lef_pin_direction_check,Pin direction check: Rule 15112,8.292,0,0,0,0,0
15112:PinDirectionCheck,Pin direction check: Rule 15112,11.990,0,0,0,0,0
15118,Check power and ground pin names: Rule 15118,15.882,0,0,0,0,0
15122,Liberty vs UPF: Rule 15122,17.578,0,0,0,0,0
15133,Analog bidirectional pins check: Rule 15133,16.061,0,0,0,0,0
15206,Layer presence check: Rule 15206,10.747,0,0,0,0,0
15211,Pin location check: Rule 15211,16.402,0,0,0,0,0
15214,Polygon covered by BOUNDARY check: Rule 15214,6.855,0,0,0,0,0
15217,Pin width and length check: Rule 15217,6.236,0,0,0,0,0
15301,LEF CLASS check: Rule 15301,6.410,0,0,0,0,0
15302,LEF ORIGIN and SIZE check: Rule 15302,7.256,0,0,0,0,0
15304,LEF MACRO check: Rule 15304,10.476,0,0,0,0,0
15305,LEF HEADER check: Rule 15305,7.259,0,0,0,0,0
15306,LEF SYMMETRY check: Rule 15306,7.197,1,0,0,0,0
15308,LEF double PINS and rectangles check: Rule 15308,9.934,0,0,0,0,0
15315,LEF presence of sheet and detailed OBS layers check: Rule 15315,7.939,0,1,0,0,0
16002,compiles-lib-in-current-environment: Rule 16002,252.889,0,0,0,0,0
16015,Check-for-PIN-types-defined-in-attribute.xml: Rule 16015,5.653,0,0,0,0,0
16024,Check-for-ip2sd-error-messages: Rule 16024,5.119,0,0,6,0,0
16026,NDM-load-ability-check: Rule 16026,30.205,0,0,0,0,0
16029,Reports-UPF-sourcing-errors: Rule 16029,6.962,0,0,0,0,0
16048,Checks-attribute-value-in-attribute.XML: Rule 16048,6.313,0,0,1,0,0
16107,Liberty-file-naming-rule-check.: Rule 16107,16.371,0,0,0,0,0
16108,Analog-attribute-consistency-check: Rule 16108,7.361,0,0,1,0,0
16109,PSC-CSV-check: Rule 16109,13.972,0,0,0,9,0
16206,Hipspec-Compliance-check: Rule 16206,6.705,0,0,0,0,0
16215,Checks-that-pins-matching-the-bus-naming-convention-is-defined-within-buses: Rule 16215,11.029,0,0,0,0,0
16217,Flags-pins-that-have-illegal-related_pin-on-timing-arcs: Rule 16217,19.422,0,0,0,0,0
16225,Flags-errors-thrown-by-ship---swizzle-stage: Rule 16225,6.843,0,0,2,0,0
16227,Check-for-custom-cfs: Rule 16227,6.376,0,0,0,0,0
16350,Flags-absolute-links-within-a-directory: Rule 16350,7.577,0,0,0,0,0
16510,Generic-attribute-conditions-check: Rule 16510,21.891,0,1,0,8,0
16704,Runs-OCV-presence-checks: Rule 16704,21.949,0,0,0,13856,0
16712,Flags-duplicate-pvts: Rule 16712,15.715,0,0,0,0,0
21,cell presence contents check: Rule 21,20.581,0,0,0,0,0
"31,32","pin quantity check: Rule 31,32",17.622,0,0,0,0,0
7309,Check pin properties across liberty files: Rule 7309,12.158,0,0,0,0,0
7410,Ensure arcs present for given related_pins: Rule 7410,10.219,0,0,0,0,0
7503,Check for double defined voltage_map: Rule 7503,11.546,0,0,0,0,0
7505,Intra-Liberty Related PG Pin Check: Rule 7505,19.218,0,0,0,0,0
7510,Generic attribute conditions check: Rule 7510,17.897,0,0,0,0,0
7601,Cross-check presence of all tables in NLDM files: Rule 7601,30.440,0,0,0,0,0
7605:OptUserParameters,Check user defined parameters and values in liberty file: Rule 7605,13.949,0,0,0,0,0
7605:UserParameters,Check user defined parameters and values in liberty file: Rule 7605,13.305,0,0,0,0,0
7607,Check the presence of arcs on pins: Rule 7607,12.851,0,0,0,0,0
