rule_number,rule_name,duration,waive,setup_warning,warning,error,fatal
0,parsing: Rule 0,709.528,0,0,1,0,0
1103,Check if the correct related power pins are used in a liberty file: Rule 1103,255.305,0,0,0,0,0
15105,Naming convention check for buses: Rule 15105,11.086,0,1,0,0,0
15106,Check for the presence of a file: Rule 15106,5.647,0,0,0,0,0
15112:Lef_pin_direction_check,Pin direction check: Rule 15112,5.440,0,0,0,0,0
15112:PinDirectionCheck,Pin direction check: Rule 15112,10.614,0,0,0,0,0
15118,Check power and ground pin names: Rule 15118,10.563,0,0,0,0,0
15122,Liberty vs UPF: Rule 15122,16.491,0,0,0,0,0
15133,Analog bidirectional pins check: Rule 15133,12.820,0,0,0,0,0
15206,Layer presence check: Rule 15206,7.127,0,0,0,0,0
15211,Pin location check: Rule 15211,25.301,0,0,0,0,0
15214,Polygon covered by BOUNDARY check: Rule 15214,6.703,0,0,0,0,0
15217,Pin width and length check: Rule 15217,6.242,0,0,0,0,0
15301,LEF CLASS check: Rule 15301,5.956,0,0,0,0,0
15302,LEF ORIGIN and SIZE check: Rule 15302,6.182,0,0,0,0,0
15304,LEF MACRO check: Rule 15304,7.894,0,0,0,0,0
15305,LEF HEADER check: Rule 15305,5.683,0,0,0,0,0
15306,LEF SYMMETRY check: Rule 15306,6.115,1,0,0,0,0
15308,LEF double PINS and rectangles check: Rule 15308,10.039,0,0,0,0,0
15315,LEF presence of sheet and detailed OBS layers check: Rule 15315,6.650,0,1,0,0,0
16002,compiles-lib-in-current-environment: Rule 16002,294.823,0,0,0,0,0
16015,Check-for-PIN-types-defined-in-attribute.xml: Rule 16015,5.580,0,0,0,0,0
16024,Check-for-ip2sd-error-messages: Rule 16024,5.549,0,0,6,0,0
16026,NDM-load-ability-check: Rule 16026,33.208,0,0,0,0,0
16029,Reports-UPF-sourcing-errors: Rule 16029,5.364,0,0,0,0,0
16048,Checks-attribute-value-in-attribute.XML: Rule 16048,5.574,0,0,1,0,0
16107,Liberty-file-naming-rule-check.: Rule 16107,13.870,0,0,0,0,0
16108,Analog-attribute-consistency-check: Rule 16108,6.075,0,0,1,0,0
16109,PSC-CSV-check: Rule 16109,13.803,0,0,0,9,0
16206,Hipspec-Compliance-check: Rule 16206,6.217,0,0,0,0,0
16215,Checks-that-pins-matching-the-bus-naming-convention-is-defined-within-buses: Rule 16215,13.188,0,0,0,0,0
16217,Flags-pins-that-have-illegal-related_pin-on-timing-arcs: Rule 16217,17.561,0,0,0,0,0
16225,Flags-errors-thrown-by-ship---swizzle-stage: Rule 16225,6.107,0,0,2,0,0
16227,Check-for-custom-cfs: Rule 16227,6.372,0,0,0,0,0
16350,Flags-absolute-links-within-a-directory: Rule 16350,7.105,0,0,0,0,0
16510,Generic-attribute-conditions-check: Rule 16510,21.391,0,1,0,8,0
16704,Runs-OCV-presence-checks: Rule 16704,36.981,0,0,0,32064,0
16712,Flags-duplicate-pvts: Rule 16712,13.283,0,0,0,0,0
21,cell presence contents check: Rule 21,19.844,0,0,0,0,0
"31,32","pin quantity check: Rule 31,32",19.170,0,0,0,0,0
7309,Check pin properties across liberty files: Rule 7309,13.189,0,0,0,0,0
7410,Ensure arcs present for given related_pins: Rule 7410,10.988,0,0,0,0,0
7503,Check for double defined voltage_map: Rule 7503,11.112,0,0,0,0,0
7505,Intra-Liberty Related PG Pin Check: Rule 7505,16.051,0,0,0,0,0
7510,Generic attribute conditions check: Rule 7510,18.649,0,0,0,0,0
7601,Cross-check presence of all tables in NLDM files: Rule 7601,41.060,0,0,0,0,0
7605:OptUserParameters,Check user defined parameters and values in liberty file: Rule 7605,10.592,0,0,0,0,0
7605:UserParameters,Check user defined parameters and values in liberty file: Rule 7605,14.224,0,0,0,0,0
7607,Check the presence of arcs on pins: Rule 7607,12.911,0,0,0,0,0
