rule_number,rule_name,duration,waive,setup_warning,warning,error,fatal
0,parsing: Rule 0,516.689,0,0,1,0,0
1103,Check if the correct related power pins are used in a liberty file: Rule 1103,13.449,0,0,0,0,0
15105,Naming convention check for buses: Rule 15105,3.081,0,1,0,0,0
15106,Check for the presence of a file: Rule 15106,1.375,0,0,0,0,0
15112,Pin direction check: Rule 15112,1.753,0,0,0,0,0
15118,Check power and ground pin names: Rule 15118,1.878,0,0,0,0,0
15122,Liberty vs UPF: Rule 15122,2.051,0,0,0,0,0
15133,Analog bidirectional pins check: Rule 15133,4.549,0,0,0,0,0
15206,Layer presence check: Rule 15206,1.378,0,0,0,0,0
15211,Pin location check: Rule 15211,4.491,0,0,0,0,0
15214,Polygon covered by BOUNDARY check: Rule 15214,1.103,0,0,0,0,0
15217,Pin width and length check: Rule 15217,1.013,0,0,0,0,0
15301,LEF CLASS check: Rule 15301,1.042,0,0,0,0,0
15302,LEF ORIGIN and SIZE check: Rule 15302,2.902,0,0,0,0,0
15304,LEF MACRO check: Rule 15304,1.768,0,0,0,0,0
15305,LEF HEADER check: Rule 15305,0.939,0,0,0,0,0
15306,LEF SYMMETRY check: Rule 15306,1.361,1,0,0,0,0
15308,LEF double PINS and rectangles check: Rule 15308,3.604,0,0,0,0,0
15315,LEF presence of sheet and detailed OBS layers check: Rule 15315,1.236,0,1,0,0,0
16002,compiles-lib-in-current-environment: Rule 16002,464.810,0,0,0,0,0
16015,Check-for-PIN-types-defined-in-attribute.xml: Rule 16015,0.639,0,0,0,0,0
16024,Check-for-ip2sd-error-messages: Rule 16024,0.755,0,0,6,0,0
16026,NDM-load-ability-check: Rule 16026,57.355,0,0,0,0,0
16029,Reports-UPF-sourcing-errors: Rule 16029,0.585,0,0,0,0,0
16048,Checks-attribute-value-in-attribute.XML: Rule 16048,1.215,0,0,1,0,0
16107,Liberty-file-naming-rule-check.: Rule 16107,4.915,0,0,0,0,0
16108,Analog-attribute-consistency-check: Rule 16108,0.745,0,0,1,0,0
16109,PSC-CSV-check: Rule 16109,3.010,0,0,0,9,0
16206,Hipspec-Compliance-check: Rule 16206,0.708,0,0,0,0,0
16215,Checks-that-pins-matching-the-bus-naming-convention-is-defined-within-buses: Rule 16215,1.209,0,0,0,0,0
16217,Flags-pins-that-have-illegal-related_pin-on-timing-arcs: Rule 16217,5.402,0,0,0,0,0
16225,Flags-errors-thrown-by-ship---swizzle-stage: Rule 16225,1.212,0,0,2,0,0
16227,Check-for-custom-cfs: Rule 16227,1.223,0,0,0,0,0
16350,Flags-absolute-links-within-a-directory: Rule 16350,1.346,0,0,0,0,0
16510,Generic-attribute-conditions-check: Rule 16510,3.244,0,1,0,8,0
16704,Runs-OCV-presence-checks: Rule 16704,5.182,0,0,0,13088,0
16712,Flags-duplicate-pvts: Rule 16712,3.301,0,0,0,0,0
21,cell presence contents check: Rule 21,3.632,0,0,0,0,0
"31,32","pin quantity check: Rule 31,32",2.694,0,0,0,0,0
7309,Check pin properties across liberty files: Rule 7309,2.818,0,0,0,0,0
7410,Ensure arcs present for given related_pins: Rule 7410,1.759,0,0,0,0,0
7503,Check for double defined voltage_map: Rule 7503,1.377,0,0,0,0,0
7505,Intra-Liberty Related PG Pin Check: Rule 7505,6.502,0,0,0,0,0
7510,Generic attribute conditions check: Rule 7510,5.044,0,0,0,0,0
7601,Cross-check presence of all tables in NLDM files: Rule 7601,4.932,0,0,0,0,0
7605:OptUserParameters,Check user defined parameters and values in liberty file: Rule 7605,1.392,0,0,0,0,0
7605:UserParameters,Check user defined parameters and values in liberty file: Rule 7605,2.032,0,0,0,0,0
7607,Check the presence of arcs on pins: Rule 7607,2.249,0,0,0,0,0
