rule_number,rule_name,duration,waive,setup_warning,warning,error,fatal
0,parsing: Rule 0,531.010,0,0,1,0,0
1103,Check if the correct related power pins are used in a liberty file: Rule 1103,32.693,0,0,0,0,0
15105,Naming convention check for buses: Rule 15105,5.740,0,1,0,0,0
15106,Check for the presence of a file: Rule 15106,1.682,0,0,0,0,0
15112,Pin direction check: Rule 15112,2.099,0,0,0,0,0
15118,Check power and ground pin names: Rule 15118,1.487,0,0,0,0,0
15122,Liberty vs UPF: Rule 15122,2.480,0,0,0,0,0
15133,Analog bidirectional pins check: Rule 15133,5.379,0,0,0,0,0
15206,Layer presence check: Rule 15206,4.528,0,0,0,0,0
15211,Pin location check: Rule 15211,8.003,0,0,0,0,0
15214,Polygon covered by BOUNDARY check: Rule 15214,1.107,0,0,0,0,0
15217,Pin width and length check: Rule 15217,1.146,0,0,0,0,0
15301,LEF CLASS check: Rule 15301,0.618,0,0,0,0,0
15302,LEF ORIGIN and SIZE check: Rule 15302,2.026,0,0,0,0,0
15304,LEF MACRO check: Rule 15304,2.929,0,0,0,0,0
15305,LEF HEADER check: Rule 15305,2.276,0,0,0,0,0
15306,LEF SYMMETRY check: Rule 15306,2.663,1,0,0,0,0
15308,LEF double PINS and rectangles check: Rule 15308,5.406,0,0,0,0,0
15315,LEF presence of sheet and detailed OBS layers check: Rule 15315,3.479,0,1,0,0,0
16002,compiles-lib-in-current-environment: Rule 16002,482.635,0,0,0,0,0
16015,Check-for-PIN-types-defined-in-attribute.xml: Rule 16015,0.792,0,0,0,0,0
16024,Check-for-ip2sd-error-messages: Rule 16024,0.751,0,0,6,0,0
16026,NDM-load-ability-check: Rule 16026,57.333,0,0,0,0,0
16029,Reports-UPF-sourcing-errors: Rule 16029,0.553,0,0,0,0,0
16048,Checks-attribute-value-in-attribute.XML: Rule 16048,1.065,0,0,1,0,0
16107,Liberty-file-naming-rule-check.: Rule 16107,5.673,0,0,0,0,0
16108,Analog-attribute-consistency-check: Rule 16108,2.530,0,0,1,0,0
16109,PSC-CSV-check: Rule 16109,5.999,0,0,0,9,0
16206,Hipspec-Compliance-check: Rule 16206,1.854,0,0,0,0,0
16215,Checks-that-pins-matching-the-bus-naming-convention-is-defined-within-buses: Rule 16215,2.699,0,0,0,0,0
16217,Flags-pins-that-have-illegal-related_pin-on-timing-arcs: Rule 16217,8.680,0,0,0,0,0
16225,Flags-errors-thrown-by-ship---swizzle-stage: Rule 16225,4.305,0,0,2,0,0
16227,Check-for-custom-cfs: Rule 16227,2.855,0,0,0,0,0
16350,Flags-absolute-links-within-a-directory: Rule 16350,2.858,0,0,0,0,0
16510,Generic-attribute-conditions-check: Rule 16510,6.457,0,1,0,8,0
16704,Runs-OCV-presence-checks: Rule 16704,5.659,0,0,0,13856,0
16712,Flags-duplicate-pvts: Rule 16712,4.800,0,0,0,0,0
21,cell presence contents check: Rule 21,8.920,0,0,0,0,0
"31,32","pin quantity check: Rule 31,32",2.619,0,0,0,0,0
7309,Check pin properties across liberty files: Rule 7309,2.574,0,0,0,0,0
7410,Ensure arcs present for given related_pins: Rule 7410,1.472,0,0,0,0,0
7503,Check for double defined voltage_map: Rule 7503,1.722,0,0,0,0,0
7505,Intra-Liberty Related PG Pin Check: Rule 7505,7.802,0,0,0,0,0
7510,Generic attribute conditions check: Rule 7510,14.014,0,0,0,0,0
7601,Cross-check presence of all tables in NLDM files: Rule 7601,9.936,0,0,0,0,0
7605:OptUserParameters,Check user defined parameters and values in liberty file: Rule 7605,1.510,0,0,0,0,0
7605:UserParameters,Check user defined parameters and values in liberty file: Rule 7605,1.718,0,0,0,0,0
7607,Check the presence of arcs on pins: Rule 7607,2.395,0,0,0,0,0
